Species_ID,Family,Scientific_Name,Common_Name,Species_Code,Source,TE_Status,Habitat,BNA_Account,TSN
20200813140240-216646969.31839,Rallidae,Zapornia palmeri,Laysan Rail,LARA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Wetland Bird,426,176256
20200813140240-94380795.955658,Rallidae,Zapornia sandwichensis,Hawaiian Rail,HARA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Wetland Bird,426,176257
20200813140240-978126049.041748,Rallidae,Zapornia tabuensis,Spotless Crake,SPCR,,RT,Forest Bird,N/A,176252
20200813140240-627237737.178802,Recurvirostridae,Himantopus mexicanus knudseni,Black-necked (Hawaiian) Stilt,HAST,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,449,
20200813140240-788706898.68927,Scolopacidae,Actitis macularius,Spotted Sandpiper,SPSA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,289,176612
20200813140240-180845320.224762,Scolopacidae,Arenaria interpres,Ruddy Turnstone,RUTU,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,537,176571
20200813140240-866175711.154938,Scolopacidae,Calidris acuminata,Sharp-tailed Sandpiper,SPTS,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176652
20200813140240-266996622.085571,Scolopacidae,Calidris alba,Sanderling,SAND,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,653,176669
20200813140240-491860270.500183,Scolopacidae,Calidris alpina,Dunlin,DUNL,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,203,176661
20200813140240-87001502.5138855,Scolopacidae,Calidris bairdii,Baird's Sandpiper,BASA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,661,176655
20200813140240-488900184.631348,Scolopacidae,Calidris canutus,Red Knot,REKN,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,563,176642
20200813140240-500082433.223724,Scolopacidae,Calidris ferruginea,Curlew Sandpiper,CUSA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176660
20200813140240-671434760.093689,Scolopacidae,Calidris mauri,Western Sandpiper,WESA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,90,176668
20200813140240-97633123.3978271,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,PESA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,348,176653
20200813140240-449911653.995514,Scolopacidae,Calidris minuta,Little Stint,LIST,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176670
20200813140240-262504756.450653,Scolopacidae,Calidris minutilla,Least Sandpiper,LESA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,115,176656
20200813140240-610244154.930115,Scolopacidae,Calidris pugnax,Ruff,RUFF,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176695
20200813140240-960251212.120056,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper,SESA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,6,176667
20200813140240-26618540.2870178,Scolopacidae,Calidris ruficollis,Red-necked Stint,RNST,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176659
20200813140240-712142765.522003,Scolopacidae,Calidris subminuta,Long-toed Stint,LTST,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176657
20200813140240-843659222.126007,Scolopacidae,Calidris subruficollis,Buff-breasted Sandpiper,BBSA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,91,176684
20200813140240-998057425.022125,Scolopacidae,Gallinago gallinago,Common Snipe,COSN,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,417,176700
20200813140240-120618224.143982,Scolopacidae,Gallinago stenura,Pin-tailed Snipe,PTSN,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,N/A,176710
20200813140240-823380172.252655,Scolopacidae,Limnodromus griseus,Short-billed Dowitcher,SBDO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,564,176675
20200813140240-941376626.491547,Scolopacidae,Limnodromus scolopaceus,Long-billed Dowitcher,LBDO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,493,176679
20200813140240-271824836.730957,Scolopacidae,Limosa fedoa,Marbled Godwit,MAGO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,492,176686
20200813140240-65604150.2952576,Scolopacidae,Limosa haemastica,Hudsonian Godwit,HUGO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,629,176690
20200813140240-833886265.7547,Scolopacidae,Limosa lapponica,Bar-tailed Godwit,BTGO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,581,176687
20200813140240-429608345.031738,Scolopacidae,Numenius hudsonicus,Hudsonian Whimbrel,HUWH,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,219,176599
20200813140240-798152685.165405,Scolopacidae,Numenius madagascariensis,Far Eastern Curlew,FECU,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176598
20200813140240-3828823.56643677,Scolopacidae,Numenius tahitiensis,Bristle-thighed Curlew,BTCU,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",SC,Migratory Shorebird,706,176604
20200813140240-384354770.183563,Scolopacidae,Phalaropus fulicarius,Red Phalarope,REPH,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,698,554376
20200813140240-223990321.159363,Scolopacidae,Phalaropus lobatus,Red-necked Phalarope,RNPH,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,538,176735
20200813140240-490835487.84256,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,WIPH,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,83,176736
20200813140240-993691921.234131,Scolopacidae,Tringa brevipes,Grey-tailed Tattler,GTTA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176636
20200813140240-318123102.18811,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,LEYE,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,427,176620
20200813140240-37715494.6327209,Scolopacidae,Tringa glareola,Wood Sandpiper,WOSA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,N/A,176618
20200813140240-442714810.371399,Scolopacidae,Tringa incana,Wandering Tattler,WATA,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,,Migratory Shorebird,642,176635
20200813140240-512756764.888763,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,GRYE,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,355,176619
20200813140240-116696000.099182,Scolopacidae,Tringa semipalmata,Willet,WILL,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,579,176638
20200813140240-202063024.044037,Scolopacidae,Tringa solitaria,Solitary Sandpiper,SOSA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Migratory Shorebird,156,176615
20200813140240-62670469.2840576,Strigidae,Asio flammeus,Pueo,SEOW,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,SC,Forest Bird,62,177935
20200813140240-566018521.785736,Sturnidae,Acridotheres fuscus,Jungle Mynah,JUMY,,,Widespread/Urban Bird,N/A,
20200813140240-749775350.093842,Sturnidae,Acridotheres tristis,Common Myna,COMY,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Widespread/Urban Bird,583,554025
20200813140240-778678774.833679,Sturnidae,Aplonis atrifusca,Samoan Starling,SAST,,,Forest Bird,N/A,
20200813140240-259472072.124481,Sturnidae,Aplonis tabuensis,Polynesian Starling,POST,,,Forest Bird,N/A,
20200813140240-879405021.66748,Sturnidae,Sturnus vulgaris,Common Starling,COST,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Widespread/Urban Bird,48,179637
20200813140240-492901861.667633,Sulidae,Sula dactylatra personata,Masked Booby,MABO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Marine Bird,73,
20200813140240-166377544.403076,Sulidae,Sula leucogaster plotus,Brown Booby,BRBO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Marine Bird,649,
20200813140240-236260056.495667,Sulidae,Sula sula rubripes,Red-footed Booby,RFBO,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Marine Bird,241,
20200813140240-209607779.979706,Sylviidae,Acrocephalus familiaris familiaris,Laysan Millerbird,LAMI,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,302,202290
20200813140240-913766920.566559,Sylviidae,Acrocephalus familiaris kingi,Nihoa Millerbird,NIMI,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,302,202291
20200813140240-777261734.008789,Sylviidae,Horornis diphone,Japanese Bush Warbler,JABW,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna;  Gill, F and D Donsker (Eds). 2016. IOC World Bird List (v 6.3)",,Forest Bird,N/A,178672
20200813140240-213602900.505066,Tamaliidae,Garrulax caerulatus,Gray-sided Laughing-thrush,GSLT,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,N/A,560170
20200813140240-430560648.441315,Tamaliidae,Garrulax canorus,Chinese Hwamei,HWAM,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,N/A,178834
20200813140240-980662047.863007,Tamaliidae,Garrulax pectoralis,Greater Necklaced Laughingthrush,GNLA,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,N/A,178835
20200813140240-887522280.216217,Tamaliidae,Leiothrix lutea,Red-billed Leiothrix,RBLE,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,359,178837
20200813140240-640828192.234039,Threskiornithidae,Plegadis chihi,White-faced Ibis,WFIB,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Wetland Bird,130,174926
20200813140240-34356594.0856934,Turdidae,Copsychus malabaricus,White-rumped Shama,WRSH,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Forest Bird,387,179832
20200813140240-421145558.357239,Turdidae,Myadestes lanaiensis lanaiensis,Lanai Olomao,LAOL,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,,Forest Bird,460,202332
20200813140240-523617565.631866,Turdidae,Myadestes lanaiensis rutha,Molokai Olomao,MOOL,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,,Forest Bird,460,202333
20200813140240-764403402.805328,Turdidae,Myadestes lanaiensis woahensis,Oahu Olomao,OAOL,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,,Forest Bird,406,554347
20200813140240-143419384.95636,Turdidae,Myadestes myadestinus,Kamao,KAMA,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,,Forest Bird,460,179827
20200813140240-930533409.118652,Turdidae,Myadestes obscurus,Omao,OMAO,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,,Forest Bird,460,179829
20200813140240-739849328.994751,Turdidae,Myadestes palmeri,Puaiohi,PUAI,American Ornithologists' Union. 1983. Check-list of North American Birds. 7th edition [1998].,,Forest Bird,461,179830
20200813140240-66083729.2671204,Tytonidae,Tyto furcata,American Barn Owl,ABOW,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Open Country Bird,1,177851
20200813140240-941978275.775909,Zosteropidae,Zosterops japonicus,Warbling White-eye,WAWE,"Evolution, Ecology, Conservation, and Management of Hawaiian Birds:  A Vanishing Avifauna",,Widespread/Urban Bird,N/A,179912
